x1,x2
-6.69957045124952,-5.888686876697699
-4.511594455126592,-8.000536285375743
-7.18912187243073,-6.035458003761869
-6.012947350547233,-5.797956901263031
-7.082334529528699,-5.102599802786232
-5.537405164844287,-6.571284634650772
-5.617554956789165,-5.346111553774759
-5.104538899190262,-4.79829028137697
-6.450447866930079,-5.043714414490996
-7.005007798694548,-6.523208988504217
-6.584609815310945,-5.63514178376394
-6.916809663957649,-5.496625858381689
-6.26914527827764,-6.976713708379527
-5.909234676650689,-5.488175004891465
-6.746195764114159,-5.554949108708956
-8.350377869454837,-7.455321061384189
-5.179501329212414,-5.902250845433905
-7.7226364552011875,-6.315838482955036
-7.550874750625814,-4.714914484650231
-5.754261000908226,-7.049087634391989
-5.762116502287166,-6.8516915382677555
-6.543511386887221,-6.476920155784843
-6.978376763555454,-8.074359777444467
-5.775042612510599,-6.652678302924783
-6.295720205237605,-6.51437887666022
-6.640504127417733,-6.628920583680181
-4.435624194916909,-6.089449925867961
-7.302376802554606,-5.702472660513273
-5.050315350769647,-5.265592316957453
-5.786220301010223,-5.467284947225374
-5.984183620331523,-5.394589896088923
-6.243576040169907,-6.562340496721136
-4.90434035504844,-5.532142755824341
-6.831247469921871,-6.992803934274224
-7.166342492078851,-7.0838249510054005
-5.710759429832737,-7.069004082364602
-5.551517181306044,-6.911093952892083
-7.567896625653799,-4.7274440734140555
-6.768456274594905,-6.645799406786959
-6.876146293466393,-7.878879925760253
-4.485224582879901,-6.655161917405887
-7.12466418870963,-7.317668992436718
-7.30975529028685,-6.387463577121765
-7.091442779179894,-6.161317113172776
-5.770056292802546,-6.874658808755138
-4.867950417490782,-6.041029703298948
-6.17131214554503,-6.435076377912408
-6.484467099709304,-7.398244085660508
-5.590770949602169,-7.700248541448149
-7.531481756650544,-7.4362312733687395
-5.6109558726013375,-7.01437821350375
-5.755094506635077,-7.1490517124411985
-6.858478178097484,-7.664819114144645
-5.902094973243809,-4.894336477603428
-4.188556384918275,-6.141955679367467
-7.8113977980449105,-4.8220404112436395
-6.081391738431039,-5.470732061037513
-5.548290567210796,-5.089152312551904
-6.005630294945751,-4.25105054259788
-6.341256517306814,-5.570782840707624
-6.113147241129845,-6.143036297320093
-4.479354668232231,-3.6864463121278264
-6.700220719606399,-6.837644413527467
-4.91129537561947,-5.461458702077085
-4.314618199426377,-6.418015876479131
-7.325894834318742,-7.910995520255597
-4.781746775676595,-4.855282606603113
-5.788673968471689,-6.290497703747355
-6.905958612370868,-5.048640161729502
-4.1755682535859995,-6.2499254850040025
-3.6437877812485837,-7.405477389274799
-7.615550203382912,-6.723720023747151
-6.155648852724479,-5.358090640330468
-5.952991791401004,-7.15389395049294
-6.242735717478698,-8.20926636426688
-6.674811493825253,-5.393580427161867
-6.679022227876635,-7.877657224147271
-4.600457088798545,-6.631833194312859
-6.509830893051407,-7.067611873798096
-5.061216469487726,-6.504915042878888
-4.36211376370037,-6.556106038974424
-5.289300736598305,-4.88249375803715
-6.854143415770155,-6.432340380308509
-4.704586978965363,-6.1875753929449
-5.93789159278121,-5.505329888412705
-7.09732858079723,-5.474106338955341
-5.136394915515518,-5.97655255158022
-6.840370661033157,-4.561530798313467
-6.222763132081869,-5.482398654762116
-6.165760157068328,-5.956708435858862
-7.257589776800305,-8.433959822490937
-7.819488614644444,-7.0336810469247535
-6.306218944793955,-4.101054596207683
-4.048297527157029,-5.2104461117621055
-4.013689227500264,-6.066965440571681
-4.697315539462843,-6.378693933180586
-4.3465653230467005,-6.294714709324512
-6.097253188564424,-6.072017420399689
-5.35418062342899,-8.12114585393055
-6.830175608959715,-7.35328823590106
-6.879505134603358,-6.136115247644752
-5.71976043673537,-5.781687437175932
-5.850257281914705,-7.5257614394760335
-5.569084391605853,-5.635993723644015
-4.841025490673848,-7.569701269827504
-6.2402231059051285,-4.762163884564922
-7.278255541872233,-7.790498145276128
-5.769596705888401,-5.907290756713859
-6.129839924906749,-7.471923709729413
-7.684152918609067,-7.2737051207048955
-5.737469443545874,-6.77037615687133
-6.357973998613022,-6.542005676351993
-6.357958202203675,-7.25910348673581
-4.76232258932918,-6.336668823504065
-3.949002461736375,-6.343153047200467
-6.769711224442698,-5.531171449023726
-7.02738435240721,-5.764319143117213
-5.858289121357424,-5.598222083706335
-8.135989295448937,-5.79430487551868
-6.420853398028177,-5.867407729896867
-7.140748839743546,-4.328224916470962
-5.8150840583230785,-5.944396574452812
-6.631001903598903,-4.751002245829423
-6.154807803826482,-5.328092582124693
-4.465596495506565,-6.044971501057815
-4.674667421389997,-5.8105023141519645
-6.140863898940686,-4.410841476324862
-7.911626394328808,-6.458482929854008
-4.382527615900981,-6.289294240367733
-5.414714728395163,-5.992086978155755
-6.1432395028080515,-7.296295169194668
-7.767704387598657,-6.247402986295165
-4.851546843242661,-6.2724172046520685
-5.339565669299011,-4.899332385743526
-7.2561525681361925,-7.061654994489994
-4.341733073694556,-5.7510594766261
-4.887322988394614,-4.704170205916014
-4.691320150268805,-7.588189718441506
-4.0048210432816065,-6.397670545762165
-7.999403638660668,-6.66570295877868
-3.758120225168508,-6.280473936837133
-5.386320294303917,-3.7535516312965553
-6.197066052427571,-4.769498842572238
-5.242445376367484,-8.046279161944375
-5.839265277861073,-5.922977021232057
-5.6278190190325414,-5.645522599460463
-5.372576879112268,-4.5712637612477085
-6.784515711230303,-5.259291835429678
-4.145470707186776,-6.281383880891547
-5.746074131413192,-5.729024985745321
-8.230542957330737,-5.856735264910843
-6.897669324398509,-4.315403145557758
-7.202003520438519,-5.5576891494514165
-4.8689795548950405,-4.928751598300586
-6.7698903027430815,-6.4636606437769615
-4.767723685474724,-6.258333728189695
-7.668676897472208,-4.8304071845431285
-4.113812726010295,-6.19192666350119
-6.154764116272745,-7.62259068596667
-6.368472091991605,-6.266224017183157
-4.157415461778516,-6.282865493141279
-7.4738366354911285,-7.104226721642519
-6.050052868309372,-7.581445072153058
-6.24287396927472,-6.49112393625044
-7.174800530804587,-6.273478183231186
-6.266371501077069,-5.752232432715363
-5.386585264193356,-4.994899514263571
-6.265238611899316,-4.62275582110159
-5.703980587748745,-5.773309535556444
-7.200275541032839,-4.738557300256544
-5.655106556112697,-5.948202335099296
-7.201786583125237,-7.274634379115359
-4.33107677926942,-5.766080779705604
-5.385465870307393,-6.082947039997024
-4.219260258981556,-6.6198926839817425
-6.361080432827093,-5.141756540673745
-4.775373265755148,-6.405322919202519
-6.365006223250097,-6.816500197166273
-6.335435819478216,-5.667248487193638
-5.931360855722912,-5.145123267155458
-6.103742582446465,-6.803741288263591
-5.842340056725908,-5.1630615142294705
-6.837831612625475,-5.233439386548621
-6.561449983868319,-7.063352616775813
-4.725336614416544,-5.4932332900393845
-7.125414325388341,-5.622282680340413
-5.783947249172704,-6.309549114493085
-6.460113692544001,-5.599418928512831
-5.951410405236831,-7.687848168903624
-5.905224546220577,-5.847794482568925
-5.902390614401865,-4.127612146619559
-5.420423642387485,-5.82454585796788
-6.569362494934923,-5.497635947191622
-6.799852633206703,-5.583524605514826
-5.560169750416129,-6.391330399204867
-4.374208363085445,-6.701564634771287
-5.54615199975938,-4.666076799498425
-6.641808540737631,-6.380583703120736
-4.998427098701727,-6.719179928921542
-6.4673008784874755,-6.224114528028096
-7.328361002661275,-6.4362306553411415
-5.211759949090676,-6.1252955026329845
-4.411594869168358,-5.981426901301573
-6.024796221866286,-5.58994724236185
-7.345427067942787,-6.752600029847468
-6.5409755057096834,-5.638873745961897
-6.956436627845012,-5.995752026346201
-5.689566319314713,-6.493501786300999
-5.8713177627198565,-5.639073514264528
-6.321667451793104,-6.532190699192446
-5.476245745255378,-6.615502265918228
-7.00310262945934,-5.239599701056342
-6.815414457076191,-5.45684940394341
-7.236875368918755,-6.912228669108975
-7.228469276138531,-6.369068081095567
-5.605141290299078,-6.975467307897628
-6.184361663300186,-4.760910583591446
-6.794466906714161,-7.600887037977568
-5.687763206404621,-6.305142286838717
-6.002106212689881,-7.80151158500762
-6.820877518122439,-7.353198726750631
-4.230054690579701,-6.965881461311784
-6.496525538260949,-5.230121349097915
-6.373356979605646,-5.826933729314118
-7.615816760875929,-4.613029143943967
-4.168475655941554,-5.777714778733817
-6.471109208146202,-6.513331482571402
-8.09850162541063,-6.2178601255623
-4.33529014795634,-7.691731659083825
-4.725463351237907,-5.054542583713338
-5.1691651549832,-6.4512346126473075
-7.051904430132098,-6.831414976823373
-4.227186833737433,-6.5782359285749035
-5.489052643053973,-6.284763960897513
-5.652174031710546,-6.673249774196038
-6.310009702070233,-8.404494861341647
-6.599669923734041,-6.223449771272612
-6.095278516495153,-5.037972956131387
-7.561417197949038,-8.456068823368604
-6.022637494242536,-6.400046216263934
-7.298498974466358,-5.926866165703292
-5.35181945037,-5.935679467632737
-5.640328571801758,-6.977912194481245
-4.572977097232346,-6.538454350602229
-4.646049035449657,-5.859292714606458
-3.920477750912334,-6.263380120141298
-4.461365799917049,-5.439683660371447
-4.9157010193598865,-6.887417742291672
-5.577744154824295,-5.2522189485048205
-6.115428846822929,-5.682271082623055
-7.018872474111624,-6.60298194099248
-8.355324176498945,-7.131305115737089
-4.898161950953305,-6.090164916166962
-6.4896853631359095,-4.840008628181551
-5.873026760179427,-6.573975568635105
-5.109617317826245,-6.630712875860879
-5.179590871295153,-5.084649050908998
-5.38308060679152,-4.461868483288459
-5.9840153735336745,-3.626443385551745
-7.741229247715182,-4.734462323778431
-7.077482607200436,-6.726496405713365
-6.654026335383256,-4.768856067153322
-4.778186101816976,-6.425415260784276
-6.732972968577611,-7.356109215804645
-7.634937519885172,-6.221414805719857
-5.881947060349889,-5.934636824271476
-6.7504169089138175,-6.353237280966985
-6.799597909188138,-7.376175942765681
-6.8461673431666155,-5.562666245936894
-3.4923170917168815,-6.45617499257044
-5.984619817953642,-5.806876147678892
-4.376400166900078,-6.318237634322347
-6.1857306402817285,-4.493923088714597
-6.906833649855337,-5.426322304663131
-7.350282628808814,-5.834430535897698
-5.779093185465715,-5.660956530610407
-6.047420033671522,-5.092614352299208
-5.420322990030858,-5.817332598481915
-8.80065431416686,-7.04904202405373
-3.9948277866038504,-5.956162632801324
-6.60227633132768,-6.773648851414726
-7.639443453387968,-5.944518066042517
-5.458450951377793,-5.247620261640158
-4.639695207109897,-7.655592796891
-7.140398273255044,-5.93431230072838
-4.103034806660572,-8.607405129475687
-5.798669420615111,-6.152307294532563
-7.404289758710901,-6.946259137064985
-4.873577682343512,-4.84194515530632
-6.634216346423687,-7.328371781688853
-6.973515883154749,-6.83799710167857
-6.339202719743744,-6.161495444887668
-6.656743891213175,-5.621572236095628
-5.408419200189424,-7.334972088756774
-6.119437173398141,-4.99546205581643
-5.962422322392768,-6.4900711766738475
-5.334797404511791,-4.109843394012849
-7.554424288532289,-8.592277641161129
-7.16650735423867,-8.0170265707963
-4.768575119805789,-6.418119697937571
-6.493062194902356,-7.320977914577467
-6.315955517348717,-6.954713433190157
-6.93141189399246,-6.484508248174322
-5.111607537709511,-7.744015963228574
-4.825419650796442,-5.581708938626694
-8.171430336583832,-7.448480314938771
-6.789738880691598,-4.177488499588256
-7.996764207106548,-5.422515513127791
-5.6241182063889745,-5.986009923412187
-4.061212316322673,-5.050128224931284
-4.1735118553794415,-6.111185361044498
-5.905615992088347,-5.9934620044343925
-4.009551417347103,-6.042906687801073
-5.787452909241413,-6.125842267596222
-6.109277496007745,-6.960604104469981
-5.313546201150822,-5.490498749259012
-5.839657546943415,-4.539665514607515
-4.84545410983021,-7.901600223949332
-7.993221496519956,-8.265235551145484
-6.6933027144041715,-6.133054522859583
-5.1946059678267655,-5.187608005153914
-7.110584351019238,-6.380602796979232
-3.9084879272192827,-6.316396319307625
-6.873477542321937,-6.088126942013225
-6.9254421563864685,-6.166714394171589
-6.38881726293195,-6.234536835709995
-7.341184129513496,-6.592103675958436
-8.076401766229402,-7.270400557996245
-7.229756853078692,-6.452766911506805
-5.479706795230675,-5.276982975742411
-6.048546206815002,-5.947318922154567
-7.253553201737593,-6.560607436781126
