x1,x2
0.3109405912064361,0.23340213382882063
-0.03848033431276906,-0.993492266821651
0.7691394696088371,0.3729116191378722
0.047675271062325754,-0.7456269927816291
-1.6371162571721092,-0.15755724094578996
0.26295563448511683,1.0547742306640462
1.7536379576893903,1.6981916953802507
1.5612046947158544,0.30993617637253257
-0.33579990785637415,0.8387504477568732
0.055899811711312884,1.4191305839371446
1.1955091120792423,1.2702682256451592
-0.32933754936145093,0.7196700070779043
-0.33131485864427523,0.12709135104008
-0.1517515285218542,-0.6880088279974652
0.329750112412181,1.413667656351069
-2.8397216428157863,-0.35964633721052336
-1.0156218270727213,-0.8949883822493168
1.1410039144433541,-0.5397279268227376
1.0981937600765939,1.4087249566008035
0.9850785742428138,0.6102113510843209
0.12703996912915164,-1.8128352468132443
-0.5964148310433035,0.026558776650344548
-2.1026875043098103,-0.8842767379095496
-0.02971336804416934,-1.1428485346634143
0.7850062921101306,0.8784929400743041
0.3069794620712082,1.2060196642870926
-0.7592240442714111,-0.630434845232412
1.4076104430318326,1.4591536618594307
-0.2912328108115176,-1.2920625964094146
-0.5331750423353641,0.9984392126172932
0.34884294803166604,0.510675229708293
-1.0791229774901152,-0.842374957997306
0.2701273621688134,0.5831923031915897
-0.445553409283118,-2.117445713119349
-0.968206295368168,0.5390707651847105
-0.24770401657606161,-0.17785516815194483
1.2428620443737428,-1.0614526717208503
-0.5361611929691374,-0.033882558929158604
1.0616019452924943,1.1650480589005676
-0.11530743487087203,-0.050846208163366415
2.4022465466263103,0.5489571307768952
1.2428167387645852,0.7981248843762658
0.19634161127335842,1.1105773850198355
-0.513050021882596,-0.35830837076243316
-0.5450115505030514,-0.033675875992155414
-0.467765313677665,-0.818674634927404
-0.7866367454434494,-1.2420650109341387
-0.9640412375133006,-0.5175207701375292
0.6366628870503184,1.5610622694630834
0.7466505137034424,-1.0199718381502296
-1.4389933440019043,0.8141474600991363
-2.0152138142119087,-0.2742475459268075
2.0309943877221137,0.3784831129905118
1.1731999079480024,0.6744927067401062
1.4932826661339957,1.4088858888018114
0.8653625732408904,-0.34524721834992905
0.5151913283465688,-1.1144792266899517
0.287845090700508,0.3753210071119606
-1.7989501617332775,-0.10477366202941207
-1.3535196027549274,0.302244647898977
0.9832817951293873,-0.35100027151201785
-1.5995014880930856,-0.7276541554068562
-0.7533754866738636,0.3307638078702352
1.2400164422421562,0.8618562927912514
-0.7089792709608291,-0.5201259156703755
0.7600682819997713,-0.37423945084782106
-0.05392972946582943,-0.30378020422595964
0.049235862377858375,0.15497556382878394
-0.4211058779668809,0.7775315010767007
-0.5000175659142757,-0.9795021239504278
-0.2971443462902082,-1.8392353980994696
-0.4958554804031078,-1.5730821735321017
-1.2526971260546507,-0.11242850495952987
-1.237955754971041,1.5209983795981024
0.6755378586618452,-0.8489833357419019
-0.801482214214067,0.17520650239831262
-2.561583846477696,0.0678326481077677
1.5698538927304302,0.5246959420557177
0.22585155518691377,-0.5567138158103683
0.5665469582256496,-0.4658418475336189
-1.67634203299901,-1.2368002313570157
-0.2696612495756358,-1.6164033748879558
-1.0617267801241743,-0.33432932218387
0.0032530195825066165,-0.24736995758073374
0.09137050095495097,-0.10370403659115818
1.9933462795391026,1.4859113254399894
-1.5847686937943,1.2954849637311359
-0.3946842720546785,-0.3035494378028146
0.7021864142275589,0.5914881822539693
1.3755091070674645,-0.03535809290894631
-1.2973997137105426,-0.29473560088034045
-0.6925776691464476,-0.8213515261709596
1.447349193995103,1.420318606532279
