x1,x2
-3.643191682214047,-2.0090938831764773
-4.296641648669487,-3.6775451515931046
-0.5905651817332509,-2.6617729706087276
-3.2139331719087063,-3.372918882587393
-3.3166729171261387,-2.824248690498028
-2.855716029440073,-3.376723633159415
-2.753629180862702,-3.650734552753737
-3.366085460573419,-0.9388180069704597
-0.5469951053310271,-2.2684472069366794
-2.2983454541389494,-1.6228944048326794
-2.714993381050387,-0.3157854607340944
-2.34182534283864,-1.6250442416599307
-1.3361505313438942,-2.5850059707933712
-3.8594761497625747,-1.831368757769258
0.07289144368186218,-2.0625586656586097
-2.226137225628795,-3.065097379400363
-2.141727484537707,-1.7845752743243999
-2.1041751863610316,-2.817221140339474
-0.053284444326101355,-2.7112144948232033
-3.0077442689671745,-2.7615483774030998
-2.7241158587241405,-2.918077443663117
-0.3092393697812268,-2.4665051233535267
-4.003831061065872,-2.4828955584989876
-3.6422308888567425,-1.8837603956749425
-2.986611359466941,-2.720771397221867
-0.8110905377056286,-1.2614595644179512
-0.835519766895116,-2.3930366897637074
-0.9249002450727892,-3.0024410303162474
-2.3774544793866825,-3.7039708891775627
-2.6392855149962484,-1.562927102815508
-0.9981839427990518,-1.617015344952334
-3.4897802018984287,-2.312204585425484
-1.6039554861745957,-1.5518408193628268
-1.6020936539710804,-2.4499921968834686
-2.240956852151525,-1.1637834951836892
-1.9332492508355528,-1.2155446102351484
-0.9486920172009077,-0.9518702717408991
-1.7527513170225695,-3.847909068512233
-2.1137178886107946,-3.554096638020325
-3.5666463080672948,-1.5360235233819304
-2.4094331674980034,-3.8808764813830705
-2.6693229507648626,-1.9348058274312734
-3.4790639474911886,-3.8129740981484064
-4.060756410133142,-4.186708218916764
-0.6666400906515768,-2.3423330573286836
-0.7817869086613254,-2.6642140180236558
-2.691958701591523,-3.1495290343192437
-1.7937812077182875,-2.510651570364923
-1.093348678527664,-2.220635542424412
-2.4826228868604714,-2.3930646606820662
-0.7047977176622258,-2.3912199389933213
-1.1978047055104555,-3.1286851230066177
-2.067881493546146,-2.33219983162256
-2.5386053632944963,-1.3643733826134619
-1.8035750767946594,-3.1721054811799956
0.010516595209408841,-2.592311663902175
-2.8402528950947,-2.878901321496215
-3.9997096869327082,-2.98414012575367
-3.1355192623864094,-1.9828893574446642
-2.2513879905837246,-2.4293566121453694
-2.0199534032883126,-3.0448671142922947
-0.9676926501222769,-1.4058817757189659
-1.6877047357062573,-2.0670276026235634
-2.77810144067426,-2.1312670581719098
-2.3838342917331867,-3.2437687076716086
-0.3476670304747409,-2.439084352704697
-2.4798817949531258,-2.37488060509482
-3.646619850021141,-2.871067916481056
-2.5533971861524023,-2.99744347034535
-2.749910050993024,-2.4475453544027825
-2.9232205668977267,-2.395621639482573
-1.4089185892940177,-1.7466972341312528
-2.890216849650411,-3.8722512384417644
-0.6396120198469337,-2.5948284133835173
-0.8928819570949593,-0.9690817984043463
-3.6584383498942277,-1.6232875446747714
-2.8168383134089603,-1.5236929326468263
-2.0119625345329424,-3.9523303142232526
-3.5854323291261623,-1.0300804988504029
-3.368435130911842,-2.5661834470187603
-3.4427839792205144,-1.060105226522447
-3.205130771515833,-1.0943226615776387
-1.6408143157914952,-3.1894187292841574
-2.3346445930468747,-2.1102522258949126
-2.379621060063949,-1.5265248845015629
-3.2158981620475564,-3.2255466782328304
-3.249175200947457,-2.0611304281845872
-1.3082107602508737,-1.1170236301199286
-3.7598947189204086,-2.683234111930911
-0.18193022184822194,-3.7268636982949714
-3.1835845366101285,-2.048747533228858
-2.930749205416174,-2.226987276674672
-2.5893023030204287,-2.2339347780567302
-2.879053997295014,-1.9997145127469107
-4.321356105464388,-2.0105457875412007
-3.6036809196255706,-2.772700751655277
-0.2704741944789464,-2.3079844490687784
-2.096014524619131,-3.645662630341208
-2.814003248889743,-3.9940736277849265
-3.6500002338412827,-2.2620154769829726
-3.436863231880446,-4.106862549933181
-1.985902070595289,-2.4727120111173773
-1.7132725850551735,-3.3257639810786683
-2.333445921112845,-2.189020191961257
-2.5471310893548718,-3.136876203665174
-2.4942642982261662,-2.152818017134299
-3.433522513037492,-2.537228805148321
-2.1193730446412014,-2.4942626726388983
-1.1479111269287017,-0.4732144713761868
-0.5968197190010824,-2.3370291856866348
0.6929012841005768,-3.550576848539677
-3.2563391475150247,-3.388950944579401
-3.2456833389360686,-2.6993291679876124
-4.877309460993795,-1.3217807077035462
-1.9011173941154822,-3.690406799358361
-1.2492610719035835,-3.4803183161511457
-3.7803958040355083,-2.6790639740823146
-0.5101403671537896,-2.4960973174957064
-1.1778377769099282,-1.4006493680070016
-0.5169307152524523,-2.9309316570204054
-2.774543591179855,-3.2088628711428875
-2.771636582674112,-2.781726558980511
-3.5000788204777153,-2.6238472293634545
-2.990496569048881,-2.5153525299995856
-3.8414120678613495,-2.7084606891961034
-3.3486595838037765,-1.8776914527196888
-1.397063409900408,-1.456336054069089
0.07108046000175827,-2.4103629110511062
-2.24506711822303,-1.039903464711355
-0.6901044483788354,-3.230323841959263
-2.2878509290743794,-2.215513558413132
-2.1584504644419398,-1.4796233541286972
-2.446729038962657,-1.9342475942708692
-2.651333101702282,-4.916172368692875
-1.7472573583023596,-0.6921735281179862
-1.3638600335520172,-1.3085472814781363
-4.104216502582163,-2.1951267532244723
-3.020718714669817,-3.3620520288866387
-0.5817080681708937,-3.7963692480289626
-2.6381218607083703,-4.134043819167608
-2.4348124772034736,-3.1469595771810166
-0.8260481999785654,-3.449673295583163
-1.1540212897715627,-5.370082753295522
-1.1889480847191571,-0.3427695510471951
-2.9806027693564303,-2.4562581018721783
-2.7825075220814086,-2.1427862259602417
-3.323937295927509,-1.230350766762753
-0.9007549974283455,-0.8681653455559268
-2.993979634878922,-0.6920053029418516
-2.4167938663365898,-1.9868671451515654
0.22203252711063115,-1.5887427795768247
-3.0336566994691,-0.9016715162157924
-1.8669561840099924,-3.268558784563875
-3.430397664033872,-3.078764388848157
-1.6010317277387005,-2.3132563343768355
-2.8809834817737214,-2.0109772547824463
-2.007120358790149,-3.214381577904051
-2.2454623622462435,-2.736099873109649
-3.58976191162391,-3.35085302155179
-1.858076237955224,-2.1035301206834895
-2.039389897343733,-2.1753805572978946
-1.5138912925040104,-1.9303234328280057
-2.11698822136356,-2.275140402057102
-2.954798157159899,-2.4371200909863804
-4.893796553707431,-1.8643946649144088
-2.3604939460534338,-1.2853045681743605
-3.9048747637081513,-4.229954251103165
-2.7552818614089403,-3.2230705311374206
-2.5015636919700865,-2.0545359523766664
-0.6077398010872561,-3.0453747577685695
-3.1307857355163056,-1.5369688846506748
-0.9974629795097001,-1.9176646059145495
-2.1716703071566252,-2.600808162487556
-2.0257562387397092,-2.862178964372804
-1.4847605713910341,-1.4753565249761689
-2.7590360505898683,-2.291897548356589
-2.61737700254711,-0.8812901256291814
-1.0432616720171772,-2.804861183161618
-3.9648368505963187,-0.3379362319308954
-1.2045801281227884,-2.318393928098265
-0.9124478940458591,-2.484638790356724
-0.5820312853985528,-3.116383523240291
0.6666989603906477,-2.8121461618010835
-4.318939956080568,-1.305676258545343
-1.3767359509816814,-2.4041478013138997
-2.5165889488670508,-1.606477010908061
-3.1547640671829207,-2.383123843724319
-1.5891744121892282,-0.8049376307014178
-0.5138357549122212,-1.2926884090938433
-0.845511723622203,-2.43071376404445
-2.6516955988475606,-0.6369380687720165
-1.5011231516212684,-4.458070916468735
-1.9645545060026701,-2.708736951812599
-2.832189078104256,-1.458756651839217
-0.7231918473985286,-2.0719704324616774
-2.570118818427582,-3.804958535415917
-3.4402021319971334,-1.0418853945685926
-1.6892473425273549,-3.274693582214122
-1.397135347649735,-2.679920902279501
-1.2039018243813755,-2.284443256495691
-0.3355611900092321,-2.131692001993565
-1.0562605097016697,-2.1577746178720103
